ensembl_id,gene_symbol
ENSGALG00000001435,SDF2L1
ENSGALG00000001436,PWWP2A
ENSGALG00000001437,NTM
ENSGALG00000001438,WDR77
ENSGALG00000001439,RANBP10
ENSGALG00000001440,ACTL9
ENSGALG00000001441,UBE2G1
ENSGALG00000001442,OPCML
ENSGALG00000001443,PTPRU
ENSGALG00000001444,POC1A
ENSGALG00000001445,FABP6
ENSGALG00000001446,GSN
ENSGALG00000001449,STRA6
ENSGALG00000001450,IGSF9B
ENSGALG00000001452,ATP5F1
ENSGALG00000001453,FAM110D
ENSGALG00000001455,CCNJL
ENSGALG00000001459,TNNC1
ENSGALG00000001462,ADORA3
ENSGALG00000001463,PDIK1L
ENSGALG00000001465,RPL38
ENSGALG00000001467,ANKFY1
ENSGALG00000001470,STOML1
ENSGALG00000001472,JAM3
ENSGALG00000001473,MIB2
ENSGALG00000001474,RAB14
ENSGALG00000001475,STMN1
ENSGALG00000001476,RAP1A
ENSGALG00000001478,
ENSGALG00000001479,CYB5D2
ENSGALG00000001480,FAM212B
ENSGALG00000001482,GIGYF2
ENSGALG00000001483,
ENSGALG00000001485,TOP3B
ENSGALG00000001486,ZAP70
ENSGALG00000001487,RRAGC
ENSGALG00000001489,SSU72
ENSGALG00000001490,KCNJ13
ENSGALG00000001491,NCAPD3
ENSGALG00000001492,NDRG3
ENSGALG00000001493,PPM1F
ENSGALG00000001494,NISCH
ENSGALG00000001496,
ENSGALG00000001500,SLU7
ENSGALG00000001501,MAPK1
ENSGALG00000001502,UTP11L
ENSGALG00000001503,TBCD
ENSGALG00000001504,DDX20
ENSGALG00000001505,NGEF
ENSGALG00000001506,PTTG1
ENSGALG00000001512,KCND3
ENSGALG00000001513,CNTRL
ENSGALG00000001515,
ENSGALG00000001516,FHL3
ENSGALG00000001518,ZNF750
ENSGALG00000001519,NEU2
ENSGALG00000001521,VPS26B
ENSGALG00000001522,PHF20
ENSGALG00000001525,CALCOCO2
ENSGALG00000001527,VWA1
ENSGALG00000001529,THYN1
ENSGALG00000001531,FN3K
ENSGALG00000001532,WNT2B
ENSGALG00000001533,TSNAXIP1
ENSGALG00000001534,TMEM88
ENSGALG00000001535,STAB1
ENSGALG00000001536,
ENSGALG00000001538,ST7L
ENSGALG00000001540,SF3A3
ENSGALG00000001542,MRPL20
ENSGALG00000001543,HOXB13
ENSGALG00000001544,ADAMTS10
ENSGALG00000001545,RAB40B
ENSGALG00000001546,ZZEF1
ENSGALG00000001547,CAPZA1
ENSGALG00000001550,
ENSGALG00000001551,CCNL2
ENSGALG00000001552,
ENSGALG00000001554,PPIL2
ENSGALG00000001555,AURKAIP1
ENSGALG00000001556,ROMO1
ENSGALG00000001557,ACAD8
ENSGALG00000001558,MOV10
ENSGALG00000001559,ZP3
ENSGALG00000001560,KCNU1
ENSGALG00000001561,MXRA8
ENSGALG00000001563,WDR45B
ENSGALG00000001564,ATP2A3
ENSGALG00000001565,C5
ENSGALG00000001567,NT5DC2
ENSGALG00000001568,NFS1
ENSGALG00000001569,RHOC
ENSGALG00000001571,MYO1F
ENSGALG00000001572,COMMD4
ENSGALG00000001573,P2X1
ENSGALG00000001574,MLLT6
ENSGALG00000001576,HIRA
ENSGALG00000001577,FOXK2
ENSGALG00000001580,ANP32B
ENSGALG00000001583,TRAF1
ENSGALG00000001585,
ENSGALG00000001586,NEIL1
ENSGALG00000001587,MRPL40
ENSGALG00000001589,INPP5D
ENSGALG00000001590,PBRM1
ENSGALG00000001591,
ENSGALG00000001592,ACER1
ENSGALG00000001593,UFD1L
ENSGALG00000001595,PHF19
ENSGALG00000001596,MLLT1
ENSGALG00000001597,PSMB3
ENSGALG00000001600,DVL1
ENSGALG00000001602,NUTF2
ENSGALG00000001603,NARF
ENSGALG00000001604,
ENSGALG00000001605,PPM1J
ENSGALG00000001606,INPP5B
ENSGALG00000001607,C17orf62
ENSGALG00000001608,UNC5D
ENSGALG00000001610,PIP4K2B
ENSGALG00000001611,B3GAT1
ENSGALG00000001612,HEXDC
ENSGALG00000001613,GNL3
ENSGALG00000001614,AQP11
ENSGALG00000001615,MAN2C1
ENSGALG00000001616,CDC45
ENSGALG00000001617,CAMKK1
ENSGALG00000001618,OGFOD3
ENSGALG00000001619,ATG16L1
ENSGALG00000001620,CUTA
ENSGALG00000001621,CLDN5
ENSGALG00000001624,CWC25
ENSGALG00000001626,UTS2R
ENSGALG00000001627,CPNE1
ENSGALG00000001629,
ENSGALG00000001630,
ENSGALG00000001631,
ENSGALG00000001632,MIS12
ENSGALG00000001633,DUSP26
ENSGALG00000001634,RPL23
ENSGALG00000001636,EDC4
ENSGALG00000001637,PSMD5
ENSGALG00000001638,TAS1R3
ENSGALG00000001639,MTF1
ENSGALG00000001640,RNF122
ENSGALG00000001642,GLT8D1
ENSGALG00000001644,SIN3A
ENSGALG00000001645,KCNT1
ENSGALG00000001647,PSKH1
ENSGALG00000001648,LASP1
ENSGALG00000001649,DERL2
ENSGALG00000001651,TTI2
ENSGALG00000001652,SEPT2
ENSGALG00000001653,MANEAL
ENSGALG00000001654,C1QBP
ENSGALG00000001655,SPCS1
ENSGALG00000001656,SEPT9
ENSGALG00000001658,RPL19
ENSGALG00000001661,SLC22A7
ENSGALG00000001662,ATP10B
ENSGALG00000001663,MAK16
ENSGALG00000001664,PTPN9
ENSGALG00000001666,RPAIN
ENSGALG00000001668,UBE2R2
ENSGALG00000001672,NEK4
ENSGALG00000001677,SETBP1
ENSGALG00000001678,PRKAB2
ENSGALG00000001682,FBXL20
ENSGALG00000001684,SEC14L1
ENSGALG00000001688,SEP-05
ENSGALG00000001689,SCAMP2
ENSGALG00000001690,GABARB
ENSGALG00000001691,CPSF3L
ENSGALG00000001692,CAMSAP1
ENSGALG00000001693,SLC18A1
ENSGALG00000001694,
ENSGALG00000001695,GABRA6
ENSGALG00000001696,SAG
ENSGALG00000001697,ITIH3
ENSGALG00000001698,GABRA1
ENSGALG00000001700,MPI
ENSGALG00000001701,
ENSGALG00000001702,EXOC3L1
ENSGALG00000001705,SLC14A2
ENSGALG00000001706,GABRG2
ENSGALG00000001708,MED1
ENSGALG00000001709,MUSTN1
ENSGALG00000001710,
ENSGALG00000001711,PPCDC
ENSGALG00000001712,VATB
ENSGALG00000001713,UBAC1
ENSGALG00000001714,PUSL1
ENSGALG00000001716,C15orf59
ENSGALG00000001717,SLC16A1
ENSGALG00000001718,CCNG1
ENSGALG00000001719,NUP88
ENSGALG00000001720,
ENSGALG00000001721,
ENSGALG00000001722,E2F4
ENSGALG00000001723,
ENSGALG00000001724,
ENSGALG00000001725,TNRC6C
ENSGALG00000001726,NUDCD2
ENSGALG00000001727,LZTS1
ENSGALG00000001728,NACC2
ENSGALG00000001729,CD276
ENSGALG00000001730,DGKD
ENSGALG00000001731,CDK12
ENSGALG00000001732,EPG5
ENSGALG00000001733,LRIG2
ENSGALG00000001734,
ENSGALG00000001735,LHX4
ENSGALG00000001737,RABEP1
ENSGALG00000001740,MGAT5B
ENSGALG00000001741,NPTN
ENSGALG00000001744,REC114
ENSGALG00000001745,PSTPIP2
ENSGALG00000001749,ACSBG2
ENSGALG00000001750,MAT2B
ENSGALG00000001753,SFMBT1
ENSGALG00000001754,
ENSGALG00000001756,ATP5A1W
ENSGALG00000001758,QSOX2
ENSGALG00000001759,ELMO3
ENSGALG00000001761,HAUS1
ENSGALG00000001762,
ENSGALG00000001763,C18orf25
ENSGALG00000001764,
ENSGALG00000001765,CAAP1
ENSGALG00000001766,RNF165
ENSGALG00000001768,ODZ2
ENSGALG00000001770,ACAP3
ENSGALG00000001772,MAPK8IP3
ENSGALG00000001773,RFX2
ENSGALG00000001774,NEO1
ENSGALG00000001775,CEP250
ENSGALG00000001777,MFSD11
ENSGALG00000001779,KIAA0895L
ENSGALG00000001780,PROC
ENSGALG00000001782,PLAA
ENSGALG00000001785,HSD3B7
ENSGALG00000001786,GDF5
ENSGALG00000001787,LOXHD1
ENSGALG00000001788,ADPGK
ENSGALG00000001789,HECTD2
ENSGALG00000001790,
ENSGALG00000001791,
ENSGALG00000001792,MRPS34
ENSGALG00000001793,MYL2
ENSGALG00000001795,GFRA2
ENSGALG00000001797,GPSM1
ENSGALG00000001798,BBS4
ENSGALG00000001799,UQCC
ENSGALG00000001800,
ENSGALG00000001801,IFT74
ENSGALG00000001802,JMJD6
ENSGALG00000001803,IWS1
ENSGALG00000001805,MXRA7
ENSGALG00000001806,
ENSGALG00000001807,CUX1
ENSGALG00000001808,ST8SIA5
ENSGALG00000001809,FAM65A
ENSGALG00000001811,EIF6
ENSGALG00000001812,ATCAY
ENSGALG00000001813,
ENSGALG00000001816,MAGI3
ENSGALG00000001817,CTCF
ENSGALG00000001823,C1H11ORF73
ENSGALG00000001824,
ENSGALG00000001825,FAM13C
ENSGALG00000001826,WWC1
ENSGALG00000001827,GLYR1
ENSGALG00000001828,SH2B2
ENSGALG00000001830,EEF2
ENSGALG00000001832,PHYHIPL
ENSGALG00000001833,PRKRIP1
ENSGALG00000001835,SCNN1D
ENSGALG00000001836,PIAS4
ENSGALG00000001837,ORAI2
ENSGALG00000001838,XPO7
ENSGALG00000001840,TEK
ENSGALG00000001841,ROGDI
ENSGALG00000001842,PRSS57
ENSGALG00000001843,PIAS2
ENSGALG00000001844,ALKBH4
ENSGALG00000001845,PHTF1
ENSGALG00000001846,
ENSGALG00000001847,BICC1
ENSGALG00000001848,UBE2J2
ENSGALG00000001849,BSN
ENSGALG00000001850,RARS
ENSGALG00000001851,KATNAL2
ENSGALG00000001852,LRWD1
ENSGALG00000001854,
ENSGALG00000001856,MOB3B
ENSGALG00000001857,FAM132A
ENSGALG00000001859,B3GALT6
ENSGALG00000001860,RSBN1
ENSGALG00000001861,POLR2J
ENSGALG00000001862,ST6GALNAC1
ENSGALG00000001863,VTG2
ENSGALG00000001864,C9orf72
ENSGALG00000001866,GPR151
ENSGALG00000001867,SKOR2
ENSGALG00000001869,LINGO2
ENSGALG00000001870,FAM190B
ENSGALG00000001871,
ENSGALG00000001872,SDF4
ENSGALG00000001874,
ENSGALG00000001875,TNFRSF4
ENSGALG00000001876,
ENSGALG00000001879,GRID1
ENSGALG00000001880,AMY2A
ENSGALG00000001881,DNLZ
ENSGALG00000001882,TNFRSF18
ENSGALG00000001883,ST6GALNAC2
ENSGALG00000001884,MMP24
ENSGALG00000001885,
ENSGALG00000001886,
ENSGALG00000001889,CARD9
ENSGALG00000001892,CYGB
ENSGALG00000001894,
ENSGALG00000001895,PANK3
ENSGALG00000001896,NTNG1
ENSGALG00000001898,MISP
ENSGALG00000001900,KIAA1045
ENSGALG00000001901,ARIH1
ENSGALG00000001903,MAP1LC3A
ENSGALG00000001905,DTX2
ENSGALG00000001907,WAPAL
ENSGALG00000001908,
ENSGALG00000001910,SNAPC4
ENSGALG00000001912,EPHA10
ENSGALG00000001913,DYNLRB1
ENSGALG00000001915,VAV3
ENSGALG00000001916,SLIT3
ENSGALG00000001917,SSC4D
ENSGALG00000001918,DNAJB5
ENSGALG00000001919,
ENSGALG00000001921,SDCCAG3
ENSGALG00000001925,GNB1L
ENSGALG00000001926,HSPB1
ENSGALG00000001932,SRRM3
ENSGALG00000001933,CORO2A
ENSGALG00000001934,OPN4-2
ENSGALG00000001935,TTLL10
ENSGALG00000001936,MYO7B
ENSGALG00000001937,HEXA
ENSGALG00000001938,SLC25A24
ENSGALG00000001939,HIPK1
ENSGALG00000001942,SPDL1
ENSGALG00000001943,RHBDF2
ENSGALG00000001944,TBC1D2
ENSGALG00000001945,RFT1
ENSGALG00000001946,RSPO1
ENSGALG00000001947,IKBKAP
ENSGALG00000001948,
ENSGALG00000001949,MDH2
ENSGALG00000001950,PMPCA
ENSGALG00000001951,
ENSGALG00000001954,APTX
ENSGALG00000001955,AANAT
ENSGALG00000001956,OLFML3
ENSGALG00000001957,ITCH
ENSGALG00000001959,HENMT1
ENSGALG00000001962,PTBP1
ENSGALG00000001963,STYXL1
ENSGALG00000001964,INPP5E
ENSGALG00000001965,AARS
ENSGALG00000001966,
ENSGALG00000001967,ABCA3
ENSGALG00000001968,SYT6
ENSGALG00000001969,
ENSGALG00000001971,UBE2O
ENSGALG00000001972,PRPF38B
ENSGALG00000001973,GNL2
ENSGALG00000001975,TMEM120A
ENSGALG00000001976,TRIM33
ENSGALG00000001977,LDB3
ENSGALG00000001978,MED16
ENSGALG00000001979,FBLN7
ENSGALG00000001981,PARP6
ENSGALG00000001983,FNDC7
ENSGALG00000001985,PIGQ
ENSGALG00000001986,VCP
ENSGALG00000001988,TXNRD2
ENSGALG00000001989,PRUNE
ENSGALG00000001992,PKM
ENSGALG00000001994,PRR35
ENSGALG00000001995,LIMS2
ENSGALG00000001996,DNALI1
ENSGALG00000001998,R3HDM4
ENSGALG00000002000,GRAMD2
ENSGALG00000002001,STXBP3
ENSGALG00000002002,BCAS2
ENSGALG00000002003,BMPR1A
ENSGALG00000002005,
ENSGALG00000002006,PDILT
ENSGALG00000002007,GPR17
ENSGALG00000002008,RNF157
ENSGALG00000002009,FANCG
ENSGALG00000002010,SNIP1
ENSGALG00000002012,MMRN2
ENSGALG00000002013,MEAF6
ENSGALG00000002014,SMU1
ENSGALG00000002015,SNCG1
ENSGALG00000002016,PRKCD
ENSGALG00000002018,CAPN15
ENSGALG00000002020,
ENSGALG00000002021,ZC3H12A
ENSGALG00000002022,CKI
ENSGALG00000002023,PIGO
ENSGALG00000002024,COMT
ENSGALG00000002026,
ENSGALG00000002028,GPRC5B
ENSGALG00000002029,TMEM259
ENSGALG00000002030,AHCY
ENSGALG00000002033,NDUFB6
ENSGALG00000002038,DENND2C
ENSGALG00000002040,ARVCF
ENSGALG00000002041,AGRN
ENSGALG00000002042,KNOP1
ENSGALG00000002043,WDR33
ENSGALG00000002044,FAM86A
ENSGALG00000002045,EIF2B
ENSGALG00000002046,
ENSGALG00000002048,GPRIN2
ENSGALG00000002050,EXOC7
ENSGALG00000002051,DNASE1
ENSGALG00000002053,POR
ENSGALG00000002054,RALY
ENSGALG00000002055,HAIRY1
ENSGALG00000002056,C15H22ORF25
ENSGALG00000002057,POLR2D
ENSGALG00000002060,TAF15
ENSGALG00000002062,SRP68
ENSGALG00000002064,STOML2
ENSGALG00000002066,NCOA4
ENSGALG00000002067,
ENSGALG00000002069,FAM214B
ENSGALG00000002070,SAP130
ENSGALG00000002074,
ENSGALG00000002075,C16orf89
ENSGALG00000002076,DGCR8
ENSGALG00000002078,MYO9A
ENSGALG00000002080,DOCK2
ENSGALG00000002081,MMP28
ENSGALG00000002082,AMPD1
ENSGALG00000002083,PLIN3
ENSGALG00000002084,NAGPA
ENSGALG00000002085,CDH1-A
ENSGALG00000002086,RASL10B
ENSGALG00000002087,NCBP1
ENSGALG00000002088,GALR2
ENSGALG00000002089,
ENSGALG00000002090,GPSM2
ENSGALG00000002091,ZDHHC1
ENSGALG00000002093,NR2E3
ENSGALG00000002094,TRMT2A
ENSGALG00000002095,CHMP4B
ENSGALG00000002097,
ENSGALG00000002098,GRIK3
ENSGALG00000002099,PFKFB4
ENSGALG00000002102,
ENSGALG00000002103,TPPP3
ENSGALG00000002105,FOXI1
ENSGALG00000002106,CLCC1
ENSGALG00000002107,RANBP1
ENSGALG00000002108,
ENSGALG00000002109,KCTD19
ENSGALG00000002110,TSTD2
ENSGALG00000002111,SEC14L5
ENSGALG00000002112,CSF3R
ENSGALG00000002113,SLP76
ENSGALG00000002114,ZMYND10
ENSGALG00000002116,C18H17ORF106
ENSGALG00000002117,PARG
ENSGALG00000002118,CO6
ENSGALG00000002119,C16orf62
ENSGALG00000002121,PLEKHN1
ENSGALG00000002123,OSCP1
ENSGALG00000002124,ZDHHC8
ENSGALG00000002125,TMOD1
ENSGALG00000002127,LSM10
ENSGALG00000002128,
ENSGALG00000002129,WDR47
ENSGALG00000002130,STK40
ENSGALG00000002131,NPRL2
ENSGALG00000002132,KCNIP1
ENSGALG00000002134,THUMPD1
ENSGALG00000002136,AP3B2
ENSGALG00000002137,PGAM5
ENSGALG00000002138,HYAL2
ENSGALG00000002139,CSDE1
ENSGALG00000002140,AP2B1
ENSGALG00000002141,UGGT1
ENSGALG00000002142,DGKQ
ENSGALG00000002143,ANKLE2
ENSGALG00000002144,THRAP3
ENSGALG00000002145,CAMSAP2
ENSGALG00000002147,SIKE1
ENSGALG00000002150,
ENSGALG00000002151,PEX12
ENSGALG00000002152,GABRP
ENSGALG00000002155,HS6ST1
ENSGALG00000002157,RPS17
ENSGALG00000002158,GOLGA3
ENSGALG00000002159,ACOX1
ENSGALG00000002160,B2M
ENSGALG00000002162,ACO1
ENSGALG00000002164,DDX59
ENSGALG00000002165,UNC13B
ENSGALG00000002167,PATL2
ENSGALG00000002169,PLEKHB2
ENSGALG00000002170,
ENSGALG00000002172,FAM168B
ENSGALG00000002175,KIF14
ENSGALG00000002179,FBF1
ENSGALG00000002180,CHFR
ENSGALG00000002182,NR5A2
ENSGALG00000002183,PRR16
ENSGALG00000002184,RANBP17
ENSGALG00000002186,UNC45B
ENSGALG00000002187,HSD17B4
ENSGALG00000002189,SNX1
ENSGALG00000002191,TLX3
ENSGALG00000002192,PTPRC
ENSGALG00000002193,ARHGEF4
ENSGALG00000002194,MRPL38
ENSGALG00000002197,NPM1
ENSGALG00000002198,FHOD1
ENSGALG00000002199,KLHL17
ENSGALG00000002200,ACSM3
ENSGALG00000002201,PPL
ENSGALG00000002203,FGF18
ENSGALG00000002204,SLC7A4
ENSGALG00000002205,FBRSL1
ENSGALG00000002206,SNX22
ENSGALG00000002207,ATP6V1G3
ENSGALG00000002208,
ENSGALG00000002210,PPIB
ENSGALG00000002212,RAD51D
ENSGALG00000002213,
ENSGALG00000002215,
ENSGALG00000002216,NEK7
ENSGALG00000002219,WBP2
ENSGALG00000002221,UBN1
ENSGALG00000002222,NOC2L
ENSGALG00000002223,LHX9
ENSGALG00000002224,C1orf53
ENSGALG00000002225,RFFL
ENSGALG00000002227,DMXL1
ENSGALG00000002228,SAMD11
ENSGALG00000002229,FBXW11
ENSGALG00000002232,RERE
ENSGALG00000002234,UNC13D
ENSGALG00000002235,TFCP2
ENSGALG00000002237,
ENSGALG00000002239,
ENSGALG00000002240,C3orf18
ENSGALG00000002242,GALNT9
ENSGALG00000002244,AGRP
ENSGALG00000002246,DENND1B
ENSGALG00000002247,
ENSGALG00000002248,NAB1
ENSGALG00000002249,AGO1
ENSGALG00000002250,DTWD2
ENSGALG00000002252,
ENSGALG00000002253,HEMK1
ENSGALG00000002258,
ENSGALG00000002260,CISH
ENSGALG00000002262,ETF1
ENSGALG00000002263,KLHL6
ENSGALG00000002266,OGDHL
ENSGALG00000002267,DCUN1D3
ENSGALG00000002268,TMEM194B
ENSGALG00000002272,NOC4L
ENSGALG00000002273,LYRM1
ENSGALG00000002276,EME2
ENSGALG00000002277,KLHL24
ENSGALG00000002278,UNK
ENSGALG00000002279,CSNK1G1
ENSGALG00000002280,MFSD6
ENSGALG00000002282,TMEM200A
ENSGALG00000002283,MAPKAPK3
ENSGALG00000002284,TRAPPC3
ENSGALG00000002285,SPSB3
ENSGALG00000002286,H3-IX
ENSGALG00000002287,CRB1
ENSGALG00000002288,LIG3
ENSGALG00000002289,CHAT
ENSGALG00000002290,
ENSGALG00000002294,SEMA6A
ENSGALG00000002298,COL8A2
ENSGALG00000002299,RGR
ENSGALG00000002301,CNOT1
ENSGALG00000002302,YEATS2
ENSGALG00000002303,LRIT1
ENSGALG00000002304,ADPRHL2
ENSGALG00000002305,ZBTB41
ENSGALG00000002307,LRIT2
ENSGALG00000002308,COMMD10
ENSGALG00000002310,HIBCH
ENSGALG00000002311,GALK1
ENSGALG00000002312,TMEM132E
ENSGALG00000002313,SLC38A7
ENSGALG00000002314,CDHR1
ENSGALG00000002315,PARL
ENSGALG00000002316,NUBP2
ENSGALG00000002317,SORD
ENSGALG00000002318,
ENSGALG00000002319,TEKT2
ENSGALG00000002321,GOT2
ENSGALG00000002325,IGFALS
ENSGALG00000002326,
ENSGALG00000002327,NRG3
ENSGALG00000002329,CCL1
ENSGALG00000002335,DOCK3
ENSGALG00000002336,EP400
ENSGALG00000002338,ASPM
ENSGALG00000002340,ZNF609
ENSGALG00000002341,AP3S1
ENSGALG00000002342,GPC1
ENSGALG00000002345,ATG12
ENSGALG00000002346,CLSPN
ENSGALG00000002347,C3orf58
ENSGALG00000002348,PMS1
ENSGALG00000002349,KRT6A
ENSGALG00000002350,DNAH3
ENSGALG00000002351,PNP
ENSGALG00000002352,OAZ2
ENSGALG00000002353,C1orf216
ENSGALG00000002354,PUS1
ENSGALG00000002355,RBPMS
ENSGALG00000002356,CMTR2
ENSGALG00000002358,CDO1
ENSGALG00000002362,MANF
ENSGALG00000002363,HSPA9
ENSGALG00000002364,SEC16A
ENSGALG00000002367,
ENSGALG00000002369,F13B
ENSGALG00000002370,SH2D4B
ENSGALG00000002371,RUSC2
ENSGALG00000002372,RBM15B
ENSGALG00000002374,SLC9A9
ENSGALG00000002375,NOTCH1
ENSGALG00000002377,ENO1
ENSGALG00000002379,MRPS17
ENSGALG00000002383,CD72
ENSGALG00000002384,OSGEPL1
ENSGALG00000002386,TMEM8B
ENSGALG00000002388,GBAS
ENSGALG00000002389,ITGB4
ENSGALG00000002390,CA6
ENSGALG00000002392,MPP3
ENSGALG00000002393,TFAP2E
ENSGALG00000002394,RGP1
ENSGALG00000002395,
ENSGALG00000002397,PSPH
ENSGALG00000002398,VPRBP
ENSGALG00000002399,
ENSGALG00000002402,ASNSD1
ENSGALG00000002403,ULK1
ENSGALG00000002407,HYDIN
ENSGALG00000002408,NCDN
ENSGALG00000002412,GBA2
ENSGALG00000002413,CELF4
ENSGALG00000002414,TSPAN14
ENSGALG00000002415,SAP30BP
ENSGALG00000002417,GMPPA
ENSGALG00000002419,KIAA1328
ENSGALG00000002420,EGFL7
ENSGALG00000002421,C10ORF58
ENSGALG00000002422,
ENSGALG00000002424,RECQL5
ENSGALG00000002426,EXOSC3
ENSGALG00000002427,SMIM5
ENSGALG00000002428,ZP2
ENSGALG00000002430,SMN
ENSGALG00000002431,
ENSGALG00000002432,DYDC1
ENSGALG00000002433,SLC40A1
ENSGALG00000002435,
ENSGALG00000002436,
ENSGALG00000002437,FAM69B
ENSGALG00000002439,BDP1
ENSGALG00000002442,ANKS4B
ENSGALG00000002443,FBXL16
ENSGALG00000002444,
ENSGALG00000002445,KIAA0319L
ENSGALG00000002447,CTNNA1
ENSGALG00000002448,CCT6
ENSGALG00000002449,
ENSGALG00000002450,WDR24
ENSGALG00000002451,KCNT2
ENSGALG00000002452,AQP3
ENSGALG00000002453,ABCA7
ENSGALG00000002454,
ENSGALG00000002455,LRRTM2
ENSGALG00000002457,SIL1
ENSGALG00000002458,VAC14
ENSGALG00000002459,
ENSGALG00000002460,WDR75
ENSGALG00000002461,MMP17
ENSGALG00000002462,SEC11A
ENSGALG00000002463,SUMF2
ENSGALG00000002466,
ENSGALG00000002467,MTSS1L
ENSGALG00000002469,CDC73
ENSGALG00000002470,CYP27A1
ENSGALG00000002471,ZNF592
ENSGALG00000002473,GPR157
ENSGALG00000002475,
ENSGALG00000002477,B3GALT2
ENSGALG00000002478,MATR3
ENSGALG00000002479,MAT1A
ENSGALG00000002480,ALPK3
ENSGALG00000002484,CRYM
ENSGALG00000002485,PHKG1
ENSGALG00000002486,RNF123
ENSGALG00000002487,SFSWAP
ENSGALG00000002488,PAIP2
ENSGALG00000002489,PPP1R26
ENSGALG00000002490,UQCRC2
ENSGALG00000002492,H6PD
ENSGALG00000002493,
ENSGALG00000002495,CHCHD2
ENSGALG00000002496,LL
ENSGALG00000002497,RHOT2
ENSGALG00000002499,
ENSGALG00000002500,GMPPB
ENSGALG00000002501,VKORC1L1
ENSGALG00000002503,SP-A
ENSGALG00000002504,TROVE2
ENSGALG00000002505,
ENSGALG00000002506,SPSB1
ENSGALG00000002507,MBL2
ENSGALG00000002509,COL5A2
ENSGALG00000002510,IP6K1
ENSGALG00000002511,SYCP1
ENSGALG00000002513,SLC23A1
ENSGALG00000002514,SFPQ
ENSGALG00000002515,OLFM1
ENSGALG00000002517,ZMYM6NB
ENSGALG00000002518,
ENSGALG00000002519,SLC25A33
ENSGALG00000002521,UBA7
ENSGALG00000002522,
ENSGALG00000002523,CREB3
ENSGALG00000002524,UCHL5
ENSGALG00000002525,RASGEF1A
ENSGALG00000002526,SMIM12
ENSGALG00000002527,TMEM201
ENSGALG00000002528,DNAJC18
ENSGALG00000002529,MCCC2
ENSGALG00000002531,SF3B3
ENSGALG00000002532,GJA4
ENSGALG00000002535,WDR90
ENSGALG00000002536,STX2
ENSGALG00000002538,SHF
ENSGALG00000002539,SK2
ENSGALG00000002540,RGS2
ENSGALG00000002541,
ENSGALG00000002542,GUSB
ENSGALG00000002543,CSGALNACT2
ENSGALG00000002544,PCDH12
ENSGALG00000002546,COL5A1
ENSGALG00000002547,
ENSGALG00000002548,TLN1
ENSGALG00000002549,RGS1
ENSGALG00000002550,TSHB
ENSGALG00000002551,TTC18
ENSGALG00000002552,COL3A1
ENSGALG00000002553,PCDH1
ENSGALG00000002554,TSPAN2
ENSGALG00000002555,RET
ENSGALG00000002556,NGF
ENSGALG00000002557,GPR133
ENSGALG00000002558,ASL1
ENSGALG00000002559,HMHA1
ENSGALG00000002560,
ENSGALG00000002561,FANCE
ENSGALG00000002562,ARAP3
ENSGALG00000002563,TPM4
ENSGALG00000002564,RGS4
ENSGALG00000002567,
ENSGALG00000002569,RAN
ENSGALG00000002570,
ENSGALG00000002574,
ENSGALG00000002576,CRYD2
ENSGALG00000002577,STARD10
ENSGALG00000002578,
ENSGALG00000002579,RIMBP2
ENSGALG00000002581,HTATIP2
ENSGALG00000002583,PIK3CD
ENSGALG00000002585,GULP1
ENSGALG00000002587,CRCP
ENSGALG00000002588,PPARD
ENSGALG00000002590,
ENSGALG00000002591,POLR2E
ENSGALG00000002594,TFPI
ENSGALG00000002595,
ENSGALG00000002597,MSS51
ENSGALG00000002598,TPST1
ENSGALG00000002599,CZH9ORF100
ENSGALG00000002602,CSMD2
ENSGALG00000002603,COG4
ENSGALG00000002604,GGPS1
ENSGALG00000002605,MRPL17
ENSGALG00000002606,CALSYNTENIN-1
ENSGALG00000002607,Y-LEC1
ENSGALG00000002610,
ENSGALG00000002611,
ENSGALG00000002612,U2SURP
ENSGALG00000002614,
ENSGALG00000002615,DEF6
ENSGALG00000002616,LZIC
ENSGALG00000002618,KCTD7
ENSGALG00000002621,SLC25A42
ENSGALG00000002622,FCHSD1
ENSGALG00000002623,PCOLCE2
ENSGALG00000002624,BMS1
ENSGALG00000002626,RXRA
ENSGALG00000002629,TMEM248
ENSGALG00000002630,ZNF76
ENSGALG00000002631,LRRC75A
ENSGALG00000002632,CALCRL
ENSGALG00000002633,
ENSGALG00000002634,HDAC3
ENSGALG00000002637,RBP7
ENSGALG00000002638,
ENSGALG00000002639,TRPC1
ENSGALG00000002643,SELP
ENSGALG00000002644,RPL10A
ENSGALG00000002645,PIWIL1
ENSGALG00000002646,FAM171B
ENSGALG00000002647,PLS1
ENSGALG00000002648,FUK
ENSGALG00000002649,UBE4B
ENSGALG00000002651,ST3GAL2
ENSGALG00000002652,FZD10
ENSGALG00000002653,C19H17ORF85
ENSGALG00000002655,ITGAV
ENSGALG00000002656,CRK
ENSGALG00000002658,ATF6
ENSGALG00000002659,WDR5
ENSGALG00000002661,YWHAE
ENSGALG00000002663,ATR
ENSGALG00000002664,ANXA11
ENSGALG00000002665,PCYOX1L
ENSGALG00000002666,RAB11FIP3
ENSGALG00000002667,OLFML2B
ENSGALG00000002670,ZC3H15
ENSGALG00000002671,TMEM132D
ENSGALG00000002672,SBNO2
ENSGALG00000002673,GRPEL2
